"reviews","product_id","rating","timestamp","review_date_clean","row_num","product_name","helpful_count","is_verified","review_length","review_polarity","review_subjectivity"
"Bought this for a family trip last year and haven't stopped using it since. Also syncs up with other JBL speakers so we can daisy chain them and have surround sound. Great bass frequency and loudness.","B08X4YMTPM","5","Reviewed in the United States July 17, 2024","2024-07-17","1","JBL Charge 5","2","1","200","0.185","0.4183333333333333"
"Connect to bluetooth device playing music, and you have instant, good quality sound from the JBL speaker. The battery life is very impressive as well.","B08X4YMTPM","5","Reviewed in the United States July 13, 2024","2024-07-13","1","JBL Charge 5","2","1","150","0.525","0.6666666666666666"
"Cumple con lo que dice en la descripción, me ha funcionado perfectamente , ya llevo con el más de un año lo he sumergido levemente en el agua y sigue funcionando perfectamente.","B08X4YMTPM","5","Reviewed in the United States July 21, 2024","2024-07-21","1","JBL Charge 5","2","1","176","0","0"
"CHANGED MY LISTENING LIFE F'REVER..JAZZ IN FRANCE STREAMS FOR FREE PODCASTS NO WIRE!FINALLY JOINED THE LATEST CENTURYWITH A SUPRISED SMILE. Midrange sound is in needs of tweekingold boomer with 4000 hz hearing loss.NEVER GOING BACK THANK YOU J B L..AGAIN and AGAIN!","B08X4YMTPM","5","Reviewed in the United States June 12, 2024","2024-06-12","1","JBL Charge 5","2","1","265","0.32","0.44"
"Cumplió las expectativas del producto. Excelente calidad del sonido. Llegó a tiempo el pedido.","B08X4YMTPM","5","Reviewed in the United States July 30, 2024","2024-07-30","1","JBL Charge 5","2","1","94","0","0"
"Use it in my work shop and strap it to the roll bar in my jeep, very satisfied!!","B08X4YMTPM","5","Reviewed in the United States July 14, 2024","2024-07-14","1","JBL Charge 5","2","1","80","1","1"
"dont get me wrong im not a huge sound person, i like things that sound nice but am not one of those people that pick things apart when it comes to sound. this little speaker is super nice, i link my phone to the thing and just go and the sound is loud enough to hear over my motorcycle. would recommend to friends, price is a bit high but seems worth it, the device seems like it will last.","B08X4YMTPM","5","Reviewed in the United States July 16, 2024","2024-07-16","1","JBL Charge 5","2","1","390","0.1870555555555555","0.5715555555555555"
"Easy bluetooth connectivity, incredible sound, so happy I made this purchase. I bought my son the flip. He loves his as well.","B08X4YMTPM","5","Reviewed in the United States August 5, 2024","2024-08-05","1","JBL Charge 5","2","1","125","0.6333333333333333","0.7833333333333333"
"Excelente producto. La compre para regalarsela a mi esposo y le fascino. El sonido excelente, la bocina no pesa asi que es excelente para llevarla a cualquier lugar y facil de usar. Ahora mis hijos quieren que les regale una a cada uno de ellos asi que tendre que compras otras mas.","B08X4YMTPM","5","Reviewed in the United States July 18, 2024","2024-07-18","1","JBL Charge 5","2","1","282","0","0"
"Excellent sound and excellent battery life. I’ve dropped it in water with no effect, no connection problems, easy to use. Very durable.","B08X4YMTPM","5","Reviewed in the United States March 31, 2025","2025-03-31","1","JBL Charge 5","2","1","135","0.6066666666666667","0.7066666666666667"
"Extraordinaria corneta","B08X4YMTPM","5","Reviewed in the United States August 5, 2024","2024-08-05","1","JBL Charge 5","2","1","22","0","0"
"I purchased two of these to work as a stereo pair in my apartment to obtain a nice full sound without having to really crank the volume to have an enjoyable experience and bother the neighbors.Well it all started out great, the white look clean and are small enough to not take up too much visual space. They also sound fantastic for a battery powered speaker, relatively full low end and crisp highs without needing to be EQed. They are setup roughly 15’ feet from one another in opposing corners of my studio space. They add presence and a fullness that I was missing from my Notabrick Bluetooth speakers.Now for THE PROBLEMS:I synced the speakers together and switched them to “stereo” mode from the app with no problem using my iPhone 13 Pro running Bluetooth 5.1. When it was time to connect it to my stationary media hub it was intended for (a 2020 iPad 8th gen) it would only connect one speaker and not allow for a party link or stereo link between the two Charge 5’s anymore. It took my some time of testing and no help from the internet to find out that the Bluetooth 4.2 that the iPad uses means the JBLs could no longer connect in a pair. I figured they had their own connection protocol (perhaps wifi 2.4ghz) for party mode. This shared audio functionality will ONLY work if your device that is sending audio is Bluetooth 5.1.SECOND ISSUE:So I put the iPad aside and would only be using my iPhone for music since that’s the only way I could get the Stereo mode to function. But after 15-30 minutes of music playback the speakers will disconnect themselves from one another requiring you to manually go to them and reconnect themselves. Every third time or so they will also drop the Bluetooth connection requiring you to “forget device” on your phone and resync Bluetooth to your host Charge 5 and then relink the speakers.This is all to say that if you want to use more than one speaker, even using a compatible Bluetooth 5.1 device that they are extremely finicky. Using a single Charge 5 has proved to be very reliable, sound great and look great. I am an audiophile and have many thousands of dollars in pro audio.The current tested Firmware version is 0.8.6.0 and has not been updated for over a year so this is unlikely to be fixed.UPDATE: I purchased two Charge 4 speakers to run through all the same testing and scenarios as the newer Charge 5 Models and found that with the exception of the occasional dropout and auto reconnection (perhaps once every two hours or so) these have solved all my issues. In fact, having the Aux plug on this model has also meant I can plugin my DJ decks to them when we are at the park and the primary speaker that is being plugged into will duplicate the signal and send it to the second speaker wirelessly with no issues. There is about one second of lag with this setup so the use of my DJ headphones is a requirement, but I love the added functionality. I also find the battery meters to be much more easy to read on the Charge 4. Finally, I do not know if it's because the transmission power of the Bluetooth 4.2 in the Charge 4 over the Bluetooth 5.1 in the Charge 5, but I find that I get a longer transmission range with no dropouts with the older Charge 4 model. On paper this should be backwards but testing 4 independent units in different scenarios have shown this to be recurring findings for me. I have used the 2020 iPad, iPhone 13 pro and Macbook M1 pro and a HD Firestick as my test subjects.I do notice that the Charge 5 has a slight edge in real world testing for maximum volume and clearly has a crisper high end to it where the Charge 4 sounds a little more round but is still very pleasing to the ear. I suggest to save a ton of money and pickup the Charge 4 if you are planning on using them in a multi speaker setup like me.","B08X4YMTPM","3","Reviewed in the United States December 15, 2023","2023-12-15","1","JBL Charge 5","2","1","3801","0.1810383597883598","0.4863447971781305"
"I visited a friend on Florida recently and he's building a new house. We went over there to enjoy a few cocktails, it won't be done until May 2024, and brought along his Bang & Olufsen bluetooth speaker and took turns playing songs with our phones while we enjoyed our adult beverages on the water. I don't seem to have the same opportunities to use a bluetooth speaker, but I was very impressed with the B&O speaker. It rocked. I came back to NJ and wanted to get one for myself. These things aren't cheap (the good ones anyway) so I decided I was going to get one during the Black Friday sales. The B&O software, that enables you to pair with their speaker, was a pain in the neck. They were hounding me and sending me e-mails and all the rest. I wanted another alternative. I watched several YouTube videos and was introduced to this Marshall bluetooth speaker. They had me at designing this relatively tiny speaker to look like a real Marshall speaker. Once I read enough reviews I took the plunge. I think I got it on sale for around $120 when all was said and done. It showed up two day later. I pulled it out of the package, charged it up and paired it with my phone. Hate me (or them), but the first song I played with Help On The Way/Slipnot! from Blues For Allah (Grateful Dead). Wow. Absolutely loved the sound and the look. Down the road I will look into either ""stacking"" another one (they have that ability) or just getting a bigger speaker for another potential setting, but right now this thing rocks. If you go camping or just wanted to eat lunch at an outdoor picnic table with some music, this is for you. I'm impressed. I was a bit surprised that it seems as though your phone volume max is also the speaker volume max, but that might be a function of me not understanding how bluetooth actually works. I was kind of thinking I could leave the phone on mid volume and let the bluetooth speaker provide the amplification juice. That doesn't appear to be the case, but it's plenty loud enough in a vacuum. It's a starter speaker so I don't expect it to compete with something an outdoor waterfall or heavy traffic or even a tailgate party where everyone is blasting their tunes, but I'm very satisfied short term. Buy with confidence.","B09XXW54QG","5","Reviewed in the United States January 10, 2024","2024-01-10","1","Marshall Emberton II","0","1","2252","0.1566847991190096","0.4900214551530342"
"If you’re in need of a new lightweight portable speaker that’s compatible with iOS and Android this is the one for you.","B0D4STD5ZC","5","Reviewed in the United States June 30, 2024","2024-06-30","1","Beats Pill","0","0","119","0.1363636363636363","0.4545454545454545"
"GREAT","B08X4YMTPM","5","Reviewed in the United States July 25, 2024","2024-07-25","1","JBL Charge 5","2","1","5","0.8","0.75"
"Fast shipping and a lot louder and bigger than I expected, which is wonderful in","B08X4YMTPM","5","Reviewed in the United States July 27, 2024","2024-07-27","1","JBL Charge 5","2","1","80","0.275","0.625"
"Great sound easy to pair up with phone.","B08X4YMTPM","5","Reviewed in the United States July 17, 2024","2024-07-17","1","JBL Charge 5","2","1","39","0.5444444444444445","0.6611111111111111"
"First time buying a used item came in original box looks looks and performs like brand. New quality of the sound is as described. Kept a charge all day still don’t have to recharge after eight hours. This is my second JBL speaker love them.","B08X4YMTPM","5","Reviewed in the United States July 22, 2024","2024-07-22","1","JBL Charge 5","2","1","240","0.2768939393939394","0.422979797979798"
"Good all-around sound quality especially on the lower frequencies; Midrange is good too. Even though i think the Bose has slightly better mid-range and high frequency, the JBL is a better all-round speaker.","B08X4YMTPM","5","Reviewed in the United States July 7, 2024","2024-07-07","1","JBL Charge 5","2","1","206","0.395","0.5675"
"Good quality sounds. Works very well.","B08X4YMTPM","5","Reviewed in the United States July 21, 2024","2024-07-21","1","JBL Charge 5","2","1","37","0.4499999999999999","0.45"
"Got this little gem for the wife on her pool side days. Now she uses it all the time. We replaced a Bose w ipod dock. Sound is so very comparable, at half the size. Great purchase.","B08X4YMTPM","5","Reviewed in the United States June 30, 2024","2024-06-30","1","JBL Charge 5","2","1","180","0.2091666666666666","0.4233333333333333"
"Great portable sound you can take anywhere","B08X4YMTPM","5","Reviewed in the United States July 31, 2024","2024-07-31","1","JBL Charge 5","2","1","42","0.6000000000000001","0.575"
"Had heard JBL was good and I liked that it was water resistant. This little thing blast tunes clearly 100 feet away. Connects to a phone immediately when you turn it on. Oh, does your phone need a quick charge? The speaker has you covered. Throw it in a beach bag or backpack. It’s half the size of my last Bose speaker - and louder/crisper. It’s not inexpensive but it’s more bang (or bass?) for the buck than I expected.","B08X4YMTPM","5","Reviewed in the United States July 5, 2024","2024-07-05","1","JBL Charge 5","2","1","422","0.1629166666666666","0.4416666666666667"
"Had the previous version for about 6 years. Loved it! Unfortunately someone loved it more than I did and helped themselves to it. Bought this one. Great sound, quick connectivity. Item as described.","B08X4YMTPM","5","Reviewed in the United States July 22, 2024","2024-07-22","1","JBL Charge 5","2","1","198","0.3677083333333333","0.6145833333333334"
"I'm coming from owning a Bose Soundlink Revolve for the last 2 years, I use at home, but wanted something for the office.I got this JBL to play background music in my office. BUT - tried it at home, cranked up. WOW! I honestly think the JBL has better sound at higher volume than the Bose Revolve. Both doo fine for background music at work, but I find myself dragging this JBL with me to friends' houses, to the pool, out on the patio.Bluetooth to my phone, pick a Spotify playlist and I'm see for the day.This has an extra charging port on the back to keep my phone running while playing at the pool all afternoon - A nice feature (not tried it yet) but the speaker itself runs all day and never run out of juice.It's lightweight, easy to carry along.The two-sides have a passive radiator that enhances the low-bass (I know the Bose has good low bass too).","B08X4YMTPM","5","Reviewed in the United States June 11, 2024","2024-06-11","1","JBL Charge 5","2","1","858","0.2767857142857143","0.5142857142857143"
"I'm no audiophile, but this is a great speaker. I've had a Logitech speaker for several years and have loved it. It was between a Bose speaker and this over the Bose, mainly due to the price. I can't imagine the Bose being almost $100 better then this, especially for basic home use. This fills a room and has decent bass for the size and cost. Battery life will never be as good as we'd like, but it is good.","B08X4YMTPM","5","Reviewed in the United States June 25, 2024","2024-06-25","1","JBL Charge 5","2","1","409","0.2992424242424242","0.5378787878787878"
"I've used this alot and highly recommend it! Very portable and produces good volume and quality sound.","B08X4YMTPM","5","Reviewed in the United States August 2, 2024","2024-08-02","1","JBL Charge 5","2","1","102","0.375","0.4600000000000001"
"I've only owned my JBL Charge 5 for a few days, but it already started making random crackling sounds. I got the impression that the Bluetooth is having trouble, even though my phone is only 3 feet away. (I also own a Flip 4 and it never had an issue.) Other than that, the sound is good while it's working. Unfortunately, I feel like I should return this or exchange for another unit.Update: Installed the latest firmware 0.8.8.6 via the ""JBL Portable"" app and have not heard any crackling sounds from the speaker lately. Increased my rating from 3 to 4.","B08X4YMTPM","4","Reviewed in the United States July 18, 2024","2024-07-18","1","JBL Charge 5","2","1","555","0.03125","0.6395833333333334"
"I did a dry run on the sound for Bluetooth speakers at a local Target store. Out of all of them - Bose, Marshall, Altec and JBL - JBL was by far the clearest and the best. The bass was smooth and the treble did not distort. When I received this one, it was, by far, the easiest Bluetooth I have ever had to connect to my phone. I would recommend this one over Bose any time.","B08X4YMTPM","5","Reviewed in the United States July 4, 2024","2024-07-04","1","JBL Charge 5","2","1","374","0.2229166666666666","0.5375"
"This is the best speaker that I have ever purchased. The sound quality is amazing good quality and easy to travel with","B08X4YMTPM","5","Reviewed in the United States July 29, 2024","2024-07-29","1","JBL Charge 5","2","1","118","0.6266666666666667","0.6066666666666667"
"It sounds better than a jbl flip6, it has excellent sound quality. It's just perfect","B0D4STD5ZC","5","Reviewed in the United States July 14, 2024","2024-07-14","1","Beats Pill","0","0","84","0.725","0.725"
"Love the sound this produces. Charging is quick. I would buy this again","B08X4YMTPM","5","Reviewed in the United States July 21, 2024","2024-07-21","1","JBL Charge 5","2","1","71","0.4111111111111111","0.5"
"I bought the JBL Charge 5 as a Christmas gift for my partner, and it turned out to be the perfect choice. They’ve been using it nonstop ever since, and we’re both really impressed by how powerful and clear the sound is for such a compact speaker. The bass is strong without being overwhelming, and the mids and highs are crisp even at higher volumes. It’s loud enough to fill a room or even use outdoors without losing audio quality. We’ve used it for everything from morning podcasts to evening backyard hangouts, and it delivers every time.One of the standout features is the battery life. We easily get a full day’s use out of it, and the fact that it can charge other devices with the built-in powerbank feature is a huge bonus. It’s convenient not having to pack an extra charger when we’re on the go.Pairing is simple and fast with Bluetooth, and the JBL PartyBoost feature is great if you have more JBL speakers to link up for a bigger sound. We haven’t used that yet, but it’s nice to know it’s there if we expand our setup.Overall, my partner was genuinely thrilled with this gift—and I honestly think I’ll end up getting one for myself too. It’s an excellent speaker with premium sound, long battery life, and a rugged design. Highly recommend it to anyone looking for a portable speaker that doesn’t compromise on performance.","B08X4YMTPM","5","Reviewed in the United States March 26, 2025","2025-03-26","1","JBL Charge 5","2","1","1337","0.3371505376344086","0.6302841781874039"
"I bought this for my fiancé to use for our boat wedding. A bluetooth speaker is available on the boat, but we don't have any way of knowing how good it is. The sound quality is really great, it'll be perfect for the wedding and for use in the shop or around the hot tub afterwards!","B08X4YMTPM","5","Reviewed in the United States July 5, 2024","2024-07-05","1","JBL Charge 5","2","1","281","0.6020833333333333","0.6666666666666666"
"I didn't think I would get this much sound out of small speaker. It's got great range for bluetooth connectivity although most of the time my phone is quite close. It picks up the signal easily and begins playing music immediately. I love the fact that I can plug in my phone to charge it and not worry about it draining while I listen to music. The price is reasonable for a quality brand that puts out substantial sound.","B08X4YMTPM","5","Reviewed in the United States June 28, 2024","2024-06-28","1","JBL Charge 5","2","1","422","0.3729166666666667","0.5604166666666667"
"I had a charge 4 then it decided not to hold a charge anymore. So I got the charge 5 it’s decent but I wasn’t super thrilled with the price and the sound quality I received. I’m a die hard JBL guy I put sound systems in trucks with their products and they are awesome. This model was kind of a let down so I purchased a jbl flip 6 same day in person it’s pretty good and compares to the charge 5 so then I purchased soundcore boom 2 all received with in 24 hours tested all three and I think the boom 2 is better for sound but the charge 5 is better for taking places . I like music when I’m working so sound quality is important to me. I’d say skip the charge 5 get a more expensive model or save money get the flip 6 which is like the charge 5 or get good quality in this speaker bracket by getting the boom 2 for 100 bucks. Ps the jbl app to mess with EQ is lacking in customization and barely changes the sounds. Honest opinion I spent a lot of money in 24 hours and I choose the boom 2 this go around. Maybe JBL will do the charge 5 better next time","B08X4YMTPM","3","Reviewed in the United States July 24, 2024","2024-07-24","1","JBL Charge 5","2","1","1054","0.2991452991452992","0.525534188034188"
"I had prevouly purchased another brand of speaker which was of great quality. I paid about double what the charge 5 cost. Returned it for one reason, and that's because it didn't fit in the same bag with my projector and lapyop. I wanted everything in one convenient bag. I'm so glad I did, because n ow everything fits into one convenient bag, I saved $$, and still got the same quality sound. If you are looking for a qualityblue tooth speaker that won't break the bank, look no further!","B08X4YMTPM","5","Reviewed in the United States June 2, 2024","2024-06-02","1","JBL Charge 5","2","1","489","0.2625","0.4125"
"I have found nothing I dislike about this speaker. It made me jump when I first connected it to blue tooth with a song. And it was only up halfway. I took it outside for a real spin so I could see how loud it actually got, and OMFG. Made my old UE Megaboom look tragic, and I was obsesses with that. I drew a few neighbors out of their houses to see where the party at, and it was just me listening to some quality sound that I didn't even imagine. So glad I chose it over the BOSE speaker, and it was on a great sale. If you love to hear and feel and just get down when you hear that ONE song that means the most to you. you want to hear it out of this speaker, AKA, my new best friend, LOOOOOVE","B08X4YMTPM","5","Reviewed in the United States May 27, 2024","2024-05-27","1","JBL Charge 5","2","1","696","0.1878226711560044","0.4459315375982042"
"I have used a Bose speaker for quite some time. On a trip to Mexico a friend’s JVC Charge 3 blew my Bose speaker away. Then I was on Turks and I knocked my buddy’s Charge 4 into the pool. The music never stopped and I was sold. I ordered my Charge 5 as soon as I got back and had it 24-hours later. It’s the best portable Bluetooth speaker in the market.","B08X4YMTPM","5","Reviewed in the United States July 6, 2024","2024-07-06","1","JBL Charge 5","2","1","354","0.3333333333333333","0.0999999999999999"
"The speaker is easy to pair with Bluetooth. Completely portable. Sounds great.","B08X4YMTPM","5","Reviewed in the United States July 31, 2024","2024-07-31","1","JBL Charge 5","2","1","78","0.4444444444444445","0.6611111111111111"
"I needed a new, biggrt speaker for the garage gym. Headphones or my phone speaker wasn't cutting it. I also have an older, smaller Flip 4 speaker, but I wanted something with a little more base and power.The size is perfect for my gym needs. Based on good experiences with the Flip 4, I expect the quality and durability to last. Only time will tell.I didn't realize this speaker could be used as a power bank to charge something else. That's clever, and useful.","B08X4YMTPM","5","Reviewed in the United States June 14, 2024","2024-06-14","1","JBL Charge 5","2","1","462","0.1063228438228438","0.5913752913752913"
"I own 3 now. Bought 3 for gifts. Best out there. And they all link together for whole house music.They are next level above my old Flip 5 (s) that I used to buy.","B08X4YMTPM","5","Reviewed in the United States July 30, 2024","2024-07-30","1","JBL Charge 5","2","1","161","0.3166666666666667","0.3333333333333334"
"It’s not bad at lower a volume it’s not good at max but it’s loud with no bass and the call I had to shout lol it needs a up date","B0D4STD5ZC","2","Reviewed in the United States July 26, 2024","2024-07-26","1","Beats Pill","0","0","129","0.195","0.6533333333333333"
"😀","B08X4YMTPM","5","Reviewed in the United States August 2, 2024","2024-08-02","1","JBL Charge 5","2","1",NULL,"0","0"
"I use it on my golf cart.","B08X4YMTPM","5","Reviewed in the United States June 17, 2024","2024-06-17","1","JBL Charge 5","2","1","25","0","0"
"I was between a few different JBL speakers but I am glad I got this one. The color is super cool and the sound is great. Portable to bring with you.","B08X4YMTPM","5","Reviewed in the United States July 8, 2024","2024-07-08","1","JBL Charge 5","2","1","148","0.3119047619047619","0.5952380952380951"
"I was in a hurry to order this item and did not have time to drive to bestbuy, i was sceptical to order from amazon but it is great and original new. the sound is great much better than flip and bose for a little more price, This item was eligible for setting up a password to receive from amazon driver. I suggest it if you are in an area that are not so safe","B08X4YMTPM","5","Reviewed in the United States July 2, 2024","2024-07-02","1","JBL Charge 5","2","1","360","0.4248737373737374","0.5671717171717172"
"I was looking for a speaker That had a stereo sound. I thought I was going to have to pay a lot more to get what I wanted, but this was everything I was looking for. We have only turned it up to number four on the volume. It sounds amazing!","B08X4YMTPM","5","Reviewed in the United States July 22, 2024","2024-07-22","1","JBL Charge 5","2","1","240","0.4125","0.7"
"I was recently looking for a speaker I could use in the bathroom or outside and not worry about weather. I found the jbl charge 5 and it has not disappointed. It's extremely easy to use the and connects at the push of the Bluetooth button. The sound is robust and I can hear the highs and lows. Would definitely reccomend buying.","B08X4YMTPM","5","Reviewed in the United States May 24, 2024","2024-05-24","1","JBL Charge 5","2","1","329","0.2013888888888889","0.4638888888888888"
"It works great! Good sound quality!","B08X4YMTPM","5","Reviewed in the United States July 29, 2024","2024-07-29","1","JBL Charge 5","2","1","35","0.7333333333333334","0.5833333333333334"
"In ordered this item for my daughter and she loved it from the color to the sound. I will order myself one but different color.","B08X4YMTPM","5","Reviewed in the United States July 10, 2024","2024-07-10","1","JBL Charge 5","2","1","127","0.3666666666666667","0.6000000000000001"
"It's a great sounding speaker with awesome bottom end for the size. Paired well with my flip 5. Had no issues and the battery lasts a very long time. You can also plug in your cell phone to charge it and keep the music going.","B08X4YMTPM","5","Reviewed in the United States June 23, 2024","2024-06-23","1","JBL Charge 5","2","1","225","0.5783333333333334","0.7566666666666667"
"It looks as good as it sounds.Plus it's waterproof and perfect for my float/camping trips.Connects flawlessly to my Bluetooth.The battery lasts all day. Easy usb c compatible charging.It's beefy, and seems like it's made of quality materials, but not too heavy.Overall, I live this thing.","B08X4YMTPM","5","Reviewed in the United States June 22, 2024","2024-06-22","1","JBL Charge 5","2","1","288","0.5782828282828284","0.8055555555555557"
"It’s pretty loud and the sound is very clear","B08X4YMTPM","5","Reviewed in the United States July 29, 2024","2024-07-29","1","JBL Charge 5","2","1","44","0.22","0.6745833333333333"
"JBL does it again! Great Quality!! Connects instantly every time.","B08X4YMTPM","5","Reviewed in the United States June 23, 2024","2024-06-23","1","JBL Charge 5","2","1","65","0.5","0.7083333333333333"
"Like the fact that it floats.","B08X4YMTPM","5","Reviewed in the United States July 1, 2024","2024-07-01","1","JBL Charge 5","2","1","29","0","0"
"Llego todo bien y orijinal","B08X4YMTPM","5","Reviewed in the United States July 21, 2024","2024-07-21","1","JBL Charge 5","2","1","26","0","0"
"Muy buena bocina 100 % recomendado 👌","B08X4YMTPM","5","Reviewed in the United States August 2, 2024","2024-08-02","1","JBL Charge 5","2","1","36","0","0"
"Love it, this speaker has a great sound compared to others in the market. I love that you can carry it whatever place I want.The only issue is maybe the bass is not as loud as other speakers , but that is fine for me.","B08X4YMTPM","5","Reviewed in the United States August 2, 2024","2024-08-02","1","JBL Charge 5","2","1","217","0.2712962962962963","0.6138888888888889"
"Love the volume and color of course!","B08X4YMTPM","5","Reviewed in the United States August 4, 2024","2024-08-04","1","JBL Charge 5","2","1","36","0.625","0.6"
"Love this speaker great sound and great quality","B08X4YMTPM","5","Reviewed in the United States July 18, 2024","2024-07-18","1","JBL Charge 5","2","1","47","0.625","0.625"
"Me encantó este parlante su calidad de sonido y materiales de construcción, y también tengo a su hermano mayor un partybox 110 jejeje","B08X4YMTPM","5","Reviewed in the United States August 2, 2024","2024-08-02","1","JBL Charge 5","2","1","133","0","0"
"Me llego en buen Estado. Súper rápido y totalmente sellado y original.","B08X4YMTPM","5","Reviewed in the United States August 6, 2024","2024-08-06","1","JBL Charge 5","2","1","70","0.375","0.75"
"Me&my wife of 40 years like everything about & will order another if something should happen to this one","B08X4YMTPM","5","Reviewed in the United States July 17, 2024","2024-07-17","1","JBL Charge 5","2","1","104","0","0"
"Mighty fine unit with great sound! Make sure you never drop it! Don't charge the battery unattended and unplug the charge cord after full charge.","B08X4YMTPM","4","Reviewed in the United States March 21, 2025","2025-03-21","1","JBL Charge 5","2","1","145","0.5152777777777778","0.6648148148148149"
"My niece is an exercise instructor that has an outside fitness class. You can hear the music in spite of all the outside noises of city life. She loves it.","B08X4YMTPM","5","Reviewed in the United States July 30, 2024","2024-07-30","1","JBL Charge 5","2","1","155","0","0.05"
"No dislikes, only likes -outstanding sound for its size and price.","B08X4YMTPM","5","Reviewed in the United States July 24, 2024","2024-07-24","1","JBL Charge 5","2","1","66","0.3","0.7583333333333333"
"Quality is fantastic. Love the sound. I really enjoy listening to my music. Easy to carry around. Also attractive.","B08X4YMTPM","5","Reviewed in the United States July 14, 2024","2024-07-14","1","JBL Charge 5","2","1","114","0.4888888888888889","0.7055555555555556"
"Oh Boy is this item the best.","B08X4YMTPM","5","Reviewed in the United States August 1, 2024","2024-08-01","1","JBL Charge 5","2","1","29","1","0.3"
"Out of the box, you could tell it was very well designed and built. I literally turned it on, saw it appear on my BlueTooth, connected and started playing music in 10 sec. We take it everywhere and it has great sound for its size (e.g., at the beach, out on the deck, or even in the house).Extremely solid, easy to use, and with great sound. Can't really go wrong here.","B08X4YMTPM","5","Reviewed in the United States July 11, 2024","2024-07-11","1","JBL Charge 5","2","1","369","0.2703703703703703","0.5592592592592593"
"so far Its been working fine. Volume seems good and sound is clear. Havent had it but a few weeks so we will see.","B08X4YMTPM","5","Reviewed in the United States July 8, 2024","2024-07-08","1","JBL Charge 5","2","1","113","0.2527777777777778","0.4972222222222222"
"The camo color looks good, matches my hunting cabin. Charges quick, easy to use and connect.","B08X4YMTPM","5","Reviewed in the United States August 4, 2024","2024-08-04","1","JBL Charge 5","2","1","92","0.4888888888888889","0.6444444444444445"
"The Sony ULT Field 1 speaker, besides sounding great, is also lightweight, rugged and portable. In fact, the speaker tucks away nicely in my backpack's water bottle compartment and conveniently travels with me wherever I go; and because it is shockproof, water, dust and rust resistant, gets used in environments where I would normally think otherwise not to. Furthermore, the extra bass provided by the ULT toggle does a great job of creating a richer, fuller music experience. With all things being considered, this speaker's abundant features makes this my go-to portable speaker.","B0CXL4FQBK","4","Reviewed in the United States July 8, 2024","2024-07-08","1","Sony ULT Field","0","0","583","0.4","0.6714285714285715"
"So let start off by I’m old school when it comes to selecting speaker. I have a massive surround system that sound great! I stumbled across the little speaker by accident. So I was doing a cell phone upgrade and they asked if I wanted a Bluetooth speaker versus 2 wireless stands… I opted for the Bluetooth speaker as I had 2 wireless stands that work great. So I hooked this little flip 6 up and was amazed by the sound of this little thing. So I was doing a bit of research and finding that I could hook other speakers. So I opted to pick up another flip 6 and put them into stereo mode. I was floored by the sound out of these little speakers and the stereo field was amazing too!!! So then I was wanting to see how the charge 5 would stack up and then combine them. The one charge 5 has an edge on the bass but the mids and highs of the flip 6 held there ground and sounded a bit better to me. Now I starting thinking of 2.1 sound and this is where everything just shined very bright. Have the best of both worlds highs mids and lows in 3 small speakers!!! Some of the music that I demonstrate in this set up was Rush - The Weapon.. this has some really nice percussion section with some stereo left to right separation. I also played Led Zeppelin’s- Stairway To Heaven for the same reasons or the stereo left to right separation and over rounded sound. Great news it passes with flying colors and I give these 5 stars all day long. I’d like to pick up the extreme 3 and give it a go in this set up as it has the AUX jack that would make it useful enough to hook up external AM/FM with USB and SD card. In closing don’t overlook these speaker I really enjoy my little speaker and I’m sure you’ll love too!!!!","B08X4YMTPM","5","Reviewed in the United States February 19, 2024","2024-02-19","1","JBL Charge 5","2","1","1712","0.2596120897683397","0.4921707421707423"
"So, I was looking for a speaker that was loud enough to be heard throughout the gym while playing 🏀, but still small enough to fit comfortably in my gym bag. While this is a bit bigger than my last portable speaker, the sound is SO much better (and louder), and the sound quality is still really good at louder volumes. Highly recommend!The only thing I would love to see is a little bag that would protect the speaker and keep the cords together.","B08X4YMTPM","5","Reviewed in the United States July 13, 2024","2024-07-13","1","JBL Charge 5","2","1","447","0.19515625","0.5316666666666667"
"These are the best portable small speakers out there. Last about 10 hours cranked up loud","B08X4YMTPM","5","Reviewed in the United States July 28, 2024","2024-07-28","1","JBL Charge 5","2","1","89","0.2125","0.3916666666666666"
"These speakers are really good. If you purchase you will not be disappointed.","B08X4YMTPM","5","Reviewed in the United States July 23, 2024","2024-07-23","1","JBL Charge 5","2","1","77","-0.025","0.675"
"we love the speaker! It works so well outside by the pool or even inside the house when I’m cleaning or working in the office. The sound is great and very clear. There is a good level of base and clarity. The charge lasts pretty much all day so taking it outside is very nice. We did purchase this on sale so it was a very good deal. This purchase was an upgrade after having another one outlive itself. I believe we will stay with this brand and replace it if and when that happens. Overall a great product.","B08X4YMTPM","5","Reviewed in the United States February 16, 2025","2025-02-16","1","JBL Charge 5","2","1","508","0.3425000000000001","0.548452380952381"
"I have this speaker in my workshop and it works great!","B08X4YMTPM","5","Reviewed in the United States July 16, 2024","2024-07-16","1","JBL Charge 5","2","1","54","1","0.75"
